app_id,age,employment_type,annual_income,loan_amount,loan_type,application_date,doc_complete_pct,doc_rework,aml_flag,kyc_days,credit_score,dti_ratio,past_default,risk_category,credit_days,collateral_type,property_value,ltv_ratio,legal_clearance,valuation_days,policy_deviation,fraud_flag,underwriting_days,officer_load,queue_position,reassigned,sanction_status,approved_amount,agreement_signed,insurance_done,agreement_days,disbursed,disbursement_days,total_tat,sla_breach,delay_risk
10662,56,Salaried,1783943,6399051,Business,30-05-2024,99,0,0,1,580,0.38,0,High,1,Property,9782820.087,0.65,Yes,4,0,1,2,27,8,1,Rejected,0,0,0,0,0,0,10,0,Low
10663,37,Salaried,1247210,4691285,Home,07-01-2024,78,1,0,2,844,0.54,0,Low,4,Property,6790138.415,0.69,Yes,6,1,0,5,28,9,1,Approved,4416137,1,1,2,1,2,23,1,High
10664,49,Self-Employed,1852850,6407262,Home,03-10-2024,82,1,0,3,602,0.52,0,Medium,5,Property,8060161.609,0.79,Yes,6,1,0,4,8,20,0,Approved,5417755,1,1,2,1,1,21,1,High
10665,51,Self-Employed,1428827,6139721,Home,12-11-2024,88,0,0,4,416,0.58,1,High,2,Property,9430459.422,0.65,Yes,2,1,0,5,27,5,1,Rejected,0,0,0,0,0,0,15,0,Medium
10666,26,Self-Employed,1786512,4040466,Personal,18-10-2024,76,3,0,4,852,0.37,0,Low,2,None,0,0,NA,0,0,0,4,14,18,0,Approved,3795780,1,1,2,1,2,15,0,Medium
10667,36,Self-Employed,2430517,14060713,Home,04-01-2024,99,0,0,1,716,0.43,0,Low,1,Property,21342238.65,0.66,Yes,3,0,0,2,10,1,0,Approved,13074795,1,1,2,1,1,11,0,Low
10668,43,Self-Employed,673736,1601231,Business,27-07-2024,84,3,0,7,701,0.27,0,Low,3,None,0,0,NA,0,0,0,4,13,16,0,Approved,1310042,1,1,2,1,2,19,1,High
10669,34,Salaried,1250597,4258036,Personal,22-06-2024,88,0,0,1,370,0.55,1,High,1,Property,6853845.669,0.62,No,2,1,0,2,5,11,0,Rejected,0,0,0,0,0,0,6,0,Low
10670,46,Self-Employed,1584563,3344401,Personal,05-02-2024,71,1,0,5,573,0.59,0,High,1,Property,5216700.3,0.64,Yes,5,1,0,3,21,5,0,Rejected,0,0,0,0,0,0,16,0,Medium
10671,50,Salaried,427262,1917693,Personal,08-06-2024,78,1,0,4,880,0.27,0,Low,1,None,0,0,NA,0,0,0,2,24,11,1,Approved,1893843,1,1,3,1,2,14,0,Medium
10672,50,Self-Employed,788139,3684408,Home,06-05-2024,83,1,0,3,852,0.28,0,Low,4,Property,5213410.954,0.71,Yes,5,0,0,1,21,3,0,Approved,3436456,1,1,2,1,2,19,1,High
10673,56,Self-Employed,1142770,3577151,Home,11-04-2024,78,3,0,7,736,0.23,0,Low,1,None,0,0,NA,0,0,0,4,24,13,1,Approved,3080569,1,1,2,1,1,17,0,Medium
10674,55,Self-Employed,474619,1306301,Home,27-10-2024,96,0,0,2,399,0.41,1,High,1,None,0,0,NA,0,0,0,3,22,2,0,Rejected,0,0,0,0,0,0,8,0,Low
10675,49,Self-Employed,2432278,9962459,Home,14-12-2024,62,1,0,2,540,0.56,1,High,3,Property,16223074.9,0.61,Yes,6,1,0,2,6,13,0,Rejected,0,0,0,0,0,0,13,0,Medium
10676,35,Salaried,787927,4489016,Home,03-12-2024,81,1,0,5,730,0.57,0,Low,4,Property,5806799.846,0.77,Yes,6,1,0,5,26,19,1,Approved,4228807,1,1,3,1,2,27,1,High
10677,35,Self-Employed,1443429,5249482,Home,30-07-2024,84,2,0,4,849,0.3,0,Low,1,None,0,0,NA,0,0,0,4,9,8,0,Approved,4273628,1,1,1,1,1,11,0,Low
10678,32,Self-Employed,2349071,5322997,Personal,26-03-2024,76,3,0,7,643,0.31,0,Medium,5,None,0,0,NA,0,0,0,1,17,7,0,Approved,5269989,1,1,3,1,2,19,1,High
10679,34,Self-Employed,833159,3393375,Home,02-09-2024,66,1,1,3,747,0.27,0,Low,1,Property,4959652.309,0.68,Yes,3,0,0,1,26,17,1,Approved,3235101,1,1,1,1,1,12,0,Medium
10680,42,Self-Employed,483533,2067202,Home,08-05-2024,71,2,0,6,407,0.36,1,High,2,None,0,0,NA,0,0,0,2,10,7,0,Rejected,0,0,0,0,0,0,11,0,Low
10681,43,Salaried,2140760,4498247,Business,05-05-2024,98,0,0,3,496,0.42,1,High,3,Property,5698466.926,0.79,No,6,0,0,2,28,11,1,Rejected,0,0,0,0,0,0,16,0,Medium
10682,45,Salaried,461187,1187070,Home,04-01-2024,84,1,0,2,472,0.54,1,High,1,Property,1438581.661,0.83,Yes,5,1,0,5,14,20,0,Rejected,0,0,0,0,0,0,14,0,Medium
10683,46,Self-Employed,2186057,12331469,Home,09-11-2024,76,2,0,6,506,0.38,1,High,3,Property,15866216.03,0.78,Yes,3,0,0,4,13,6,0,Rejected,0,0,0,0,0,0,17,0,Medium
10684,45,Salaried,387816,1445369,Business,22-01-2024,89,0,0,4,582,0.59,0,High,2,None,0,0,NA,0,1,0,5,18,14,0,Rejected,0,0,0,0,0,0,12,0,Medium
10685,51,Self-Employed,2197133,8295432,Business,05-07-2024,81,2,0,6,892,0.28,0,Low,2,Property,12783525.8,0.65,Yes,6,0,0,4,22,14,0,Approved,7258198,1,1,2,1,1,23,1,High
10686,47,Self-Employed,892787,3464843,Personal,02-06-2024,99,0,0,4,572,0.34,0,High,2,None,0,0,NA,0,0,0,4,10,15,0,Rejected,0,0,0,0,0,0,11,0,Low
10687,23,Salaried,1165927,4131908,Personal,19-05-2024,96,0,0,2,552,0.26,0,High,3,None,0,0,NA,0,0,0,2,29,16,1,Rejected,0,0,0,0,0,0,9,0,Low
10688,42,Salaried,448065,2108037,Home,11-01-2024,60,1,0,4,670,0.57,0,Medium,3,Property,3470146.338,0.61,Yes,4,1,0,4,24,11,1,Approved,1932415,1,1,2,1,2,21,1,High
10689,43,Salaried,1034917,3269265,Home,18-03-2024,70,2,0,3,769,0.26,0,Low,5,None,0,0,NA,0,0,0,3,27,8,1,Approved,3253654,1,1,3,1,1,17,0,Medium
10690,50,Self-Employed,707136,3551727,Home,30-08-2024,84,2,0,4,721,0.57,0,Low,5,Property,5215356.105,0.68,No,5,1,0,4,15,3,0,Approved,3471096,1,1,1,1,1,21,1,High
10691,30,Salaried,1558729,7340822,Home,08-12-2024,72,3,0,6,435,0.34,1,High,4,Property,11547974.21,0.64,Yes,3,0,0,3,11,17,0,Rejected,0,0,0,0,0,0,17,0,Medium
10692,39,Self-Employed,2482848,13946453,Home,12-06-2024,70,1,0,3,619,0.38,0,Medium,4,None,0,0,NA,0,0,0,4,26,3,1,Approved,12085769,1,1,1,1,1,15,0,Medium
10693,22,Self-Employed,380581,1221985,Home,13-07-2024,84,1,0,4,693,0.35,0,Medium,5,None,0,0,NA,0,0,0,3,9,12,0,Approved,1153338,1,1,3,1,1,16,0,Medium
10694,53,Salaried,1481288,4542651,Business,07-12-2024,80,3,1,4,481,0.52,1,High,1,Property,5654005.008,0.8,Yes,3,1,0,3,29,3,1,Rejected,0,0,0,0,0,0,13,0,Medium
10695,26,Self-Employed,340455,1665651,Personal,12-11-2024,64,1,0,5,688,0.51,0,Medium,1,Property,2054913.388,0.81,Yes,2,1,0,2,5,14,0,Approved,1596224,1,1,1,1,1,12,0,Medium
10696,25,Salaried,633077,2245906,Personal,31-08-2024,72,3,0,7,540,0.39,1,High,5,Property,3291397.246,0.68,Yes,2,0,0,2,13,5,0,Rejected,0,0,0,0,0,0,17,0,Medium
10697,56,Salaried,1094172,5251881,Personal,06-04-2024,71,2,0,4,653,0.44,0,Medium,5,None,0,0,NA,0,0,0,3,16,8,0,Approved,4758782,1,1,3,1,2,18,0,High
10698,40,Self-Employed,976390,2205287,Home,25-06-2024,63,3,0,7,806,0.2,0,Low,1,None,0,0,NA,0,0,0,3,27,20,1,Approved,2063352,1,1,1,1,2,16,0,Medium
10699,42,Self-Employed,2190737,7519595,Business,12-09-2024,79,2,0,5,544,0.29,1,High,2,Property,12140527.28,0.62,Yes,5,0,0,4,19,15,0,Rejected,0,0,0,0,0,0,17,0,Medium
10700,50,Self-Employed,940406,2415274,Business,13-01-2024,68,2,0,6,502,0.36,1,High,1,None,0,0,NA,0,0,0,2,9,19,0,Rejected,0,0,0,0,0,0,9,0,Low
10701,33,Self-Employed,1210137,2879381,Business,17-03-2024,77,2,1,4,751,0.26,0,Low,5,None,0,0,NA,0,0,0,4,24,16,1,Approved,2552776,1,1,1,1,2,18,0,High
10702,25,Self-Employed,1782138,10417946,Home,27-12-2024,90,0,0,3,881,0.58,0,Low,2,None,0,0,NA,0,1,0,4,25,6,1,Approved,9039819,1,1,2,1,2,15,0,Medium
10703,29,Self-Employed,842860,3471358,Business,18-12-2024,68,2,0,6,807,0.35,0,Low,2,Property,6133008.035,0.57,Yes,4,0,0,4,30,9,1,Approved,3162404,1,1,3,1,2,24,1,High
10704,34,Salaried,833233,4884324,Personal,28-12-2024,97,0,0,2,605,0.4,0,Medium,4,Property,6779813.062,0.72,Yes,5,0,0,3,7,17,0,Approved,4387041,1,1,3,1,2,19,1,High
10705,26,Self-Employed,2185276,7775880,Home,30-12-2024,69,2,0,3,578,0.45,0,High,3,None,0,0,NA,0,0,0,4,22,5,0,Rejected,0,0,0,0,0,0,12,0,Medium
10706,39,Salaried,1642326,6468778,Business,26-11-2024,72,3,0,4,412,0.49,1,High,2,None,0,0,NA,0,1,0,5,18,1,0,Rejected,0,0,0,0,0,0,12,0,Medium
10707,41,Salaried,1394662,3928707,Business,15-01-2024,86,0,0,1,501,0.38,1,High,4,Property,6114274.359,0.64,Yes,2,0,0,4,13,7,0,Rejected,0,0,0,0,0,0,12,0,Medium
10708,60,Salaried,2201418,6910363,Personal,14-06-2024,61,1,0,2,838,0.35,0,Low,3,None,0,0,NA,0,0,0,4,25,11,1,Approved,6074952,1,1,2,1,1,14,0,Medium
10709,40,Salaried,1659013,7071489,Personal,18-09-2024,63,3,0,5,419,0.26,1,High,1,Property,12474627.57,0.57,Yes,4,0,0,3,7,14,0,Rejected,0,0,0,0,0,0,13,0,Medium
10710,43,Salaried,591825,2349440,Personal,25-09-2024,86,0,0,4,441,0.53,1,High,4,Property,2981790.575,0.79,Yes,4,1,0,2,25,18,1,Rejected,0,0,0,0,0,0,16,0,Medium
10711,23,Salaried,520130,2377831,Personal,02-09-2024,62,1,0,3,506,0.58,1,High,2,None,0,0,NA,0,1,0,5,5,17,0,Rejected,0,0,0,0,0,0,10,0,Low
10712,40,Self-Employed,2364550,4951491,Personal,08-10-2024,64,1,0,3,563,0.29,0,High,4,Property,6979764.913,0.71,No,4,0,0,2,17,7,0,Rejected,0,0,0,0,0,0,14,0,Medium
10713,31,Self-Employed,330827,1872746,Personal,16-05-2024,95,0,0,3,513,0.53,1,High,5,None,0,0,NA,0,1,0,4,13,13,0,Rejected,0,0,0,0,0,0,13,0,Medium
10714,29,Self-Employed,1496977,5698391,Business,14-04-2024,71,1,0,2,459,0.5,1,High,2,Property,9435712.471,0.6,Yes,4,1,0,3,23,10,1,Rejected,0,0,0,0,0,0,13,0,Medium
10715,45,Salaried,2245233,4978737,Personal,17-10-2024,76,1,0,2,571,0.53,0,High,3,Property,7466888.837,0.67,Yes,4,1,0,5,24,6,1,Rejected,0,0,0,0,0,0,16,0,Medium
10716,53,Salaried,2314002,9819049,Business,09-02-2024,99,0,0,1,381,0.45,1,High,1,None,0,0,NA,0,0,0,3,19,13,0,Rejected,0,0,0,0,0,0,6,0,Low
10717,58,Salaried,968937,2314723,Business,26-11-2024,72,2,0,5,777,0.46,0,Low,3,Property,4025564.907,0.58,Yes,4,1,0,3,8,1,0,Approved,2259304,1,1,2,1,1,18,0,High
10718,22,Self-Employed,772223,1810384,Home,23-10-2024,95,0,0,3,841,0.23,0,Low,2,Property,2243237.147,0.81,Yes,2,1,0,5,19,14,0,Approved,1511678,1,1,1,1,1,15,0,Medium
10719,26,Self-Employed,1477856,7152242,Personal,13-04-2024,77,1,0,4,542,0.29,1,High,4,Property,12856172.68,0.56,No,6,0,0,4,22,16,0,Rejected,0,0,0,0,0,0,20,1,High
10720,36,Self-Employed,498367,1567896,Home,21-08-2024,90,0,0,2,730,0.49,0,Low,5,Property,2183180.321,0.72,Yes,5,1,0,5,16,15,0,Approved,1562725,1,1,2,1,1,21,1,High
10721,53,Salaried,2010545,6918919,Business,04-11-2024,76,1,0,4,827,0.38,0,Low,5,Property,11996329.96,0.58,Yes,3,0,0,2,30,19,1,Approved,5728202,1,1,1,1,2,20,1,High
10722,27,Salaried,2057312,11362312,Personal,23-09-2024,66,3,0,4,518,0.5,1,High,3,None,0,0,NA,0,1,0,4,22,13,0,Rejected,0,0,0,0,0,0,13,0,Medium
10723,55,Self-Employed,1947521,5601626,Business,18-12-2024,66,1,0,5,542,0.49,1,High,5,Property,8386316.114,0.67,Yes,4,1,0,5,14,7,0,Rejected,0,0,0,0,0,0,20,1,High
10724,56,Salaried,705116,4094046,Home,09-01-2024,61,2,0,3,423,0.23,1,High,4,Property,5949265.059,0.69,Yes,5,0,1,3,15,13,0,Rejected,0,0,0,0,0,0,16,0,Medium
10725,45,Self-Employed,1174295,3775530,Personal,21-11-2024,99,0,0,1,382,0.4,1,High,3,Property,5110063.97,0.74,Yes,5,0,0,1,18,19,0,Rejected,0,0,0,0,0,0,11,0,Low
10726,44,Salaried,2356502,14088472,Business,06-09-2024,65,2,0,5,434,0.3,1,High,1,None,0,0,NA,0,0,0,3,12,20,0,Rejected,0,0,0,0,0,0,10,0,Low
10727,52,Self-Employed,444041,1461556,Personal,20-04-2024,99,0,0,4,481,0.44,1,High,1,None,0,0,NA,0,0,0,2,19,9,0,Rejected,0,0,0,0,0,0,8,0,Low
10728,58,Salaried,1928136,10036392,Personal,09-05-2024,97,0,0,1,852,0.27,0,Low,4,None,0,0,NA,0,0,0,1,14,20,0,Approved,8694356,1,1,1,1,1,9,0,Low
10729,26,Salaried,1135182,4459658,Home,17-07-2024,71,2,0,3,578,0.34,0,High,5,None,0,0,NA,0,0,0,4,30,4,1,Rejected,0,0,0,0,0,0,15,0,Medium
10730,28,Salaried,989683,2530442,Personal,12-08-2024,91,0,0,3,790,0.21,0,Low,5,None,0,0,NA,0,0,0,1,18,16,0,Approved,2041326,1,1,2,1,2,14,0,Medium
10731,26,Self-Employed,573365,1346818,Personal,31-08-2024,85,3,0,5,490,0.25,1,High,2,Property,2077133.259,0.65,Yes,5,0,0,3,22,9,0,Rejected,0,0,0,0,0,0,17,0,Medium
10732,52,Salaried,580258,3413925,Personal,25-10-2024,86,0,0,1,587,0.28,0,High,3,Property,5626098.177,0.61,Yes,4,0,0,1,8,17,0,Rejected,0,0,0,0,0,0,9,0,Low
10733,39,Self-Employed,337151,1083393,Home,04-05-2024,90,0,0,2,836,0.39,0,Low,2,Property,1412149.454,0.77,Yes,6,0,0,1,9,5,0,Approved,1052591,1,1,1,1,1,13,0,Medium
10734,52,Salaried,2453291,14620308,Home,06-05-2024,100,0,0,4,720,0.58,0,Low,3,None,0,0,NA,0,1,0,5,6,11,0,Approved,13978862,1,1,1,1,1,14,0,Medium
10735,45,Salaried,1939034,7366997,Home,02-09-2024,99,0,0,4,511,0.3,1,High,5,None,0,0,NA,0,0,0,1,18,20,0,Rejected,0,0,0,0,0,0,11,0,Low
10736,23,Salaried,2050352,4644736,Home,24-11-2024,62,2,0,5,825,0.46,0,Low,3,None,0,0,NA,0,1,0,4,14,16,0,Approved,4190889,1,1,2,1,1,16,0,Medium
10737,52,Self-Employed,1713796,4051329,Business,29-09-2024,93,0,0,1,624,0.57,0,Medium,3,Property,5622559.896,0.72,Yes,3,1,0,4,14,7,0,Approved,3910128,1,1,3,1,2,17,0,Medium
10738,39,Salaried,1406919,6177840,Personal,09-11-2024,68,3,0,6,720,0.49,0,Low,5,None,0,0,NA,0,1,0,5,23,17,1,Approved,5156538,1,1,3,1,2,23,1,High
10739,37,Self-Employed,1162910,5108111,Personal,03-04-2024,91,0,0,3,845,0.49,0,Low,5,None,0,0,NA,0,1,0,3,13,20,0,Approved,4160096,1,1,1,1,2,15,0,Medium
10740,57,Self-Employed,1948701,3922868,Home,10-09-2024,89,0,0,3,780,0.28,0,Low,1,None,0,0,NA,0,0,0,4,24,4,1,Approved,3512040,1,1,2,1,2,14,0,Medium
10741,29,Salaried,886059,2413995,Business,22-01-2024,64,2,0,3,624,0.25,0,Medium,1,None,0,0,NA,0,0,0,1,5,4,0,Approved,2094191,1,1,3,1,2,10,0,Low
10742,40,Self-Employed,2102722,6229778,Home,09-10-2024,82,1,1,3,674,0.5,0,Medium,2,None,0,0,NA,0,1,0,2,10,3,0,Approved,5695562,1,1,3,1,2,13,0,Medium
10743,53,Salaried,822456,1959694,Business,03-05-2024,89,0,0,2,575,0.31,0,High,1,Property,3140795.61,0.62,Yes,6,0,0,4,11,8,0,Rejected,0,0,0,0,0,0,14,0,Medium
10744,28,Self-Employed,643920,2340094,Business,17-03-2024,84,3,1,7,628,0.28,0,Medium,4,None,0,0,NA,0,0,0,3,15,1,0,Approved,2105631,1,1,3,1,2,20,1,High
10745,50,Salaried,1161801,4056828,Personal,03-11-2024,84,1,0,5,671,0.34,0,Medium,3,Property,6608411.638,0.61,Yes,5,0,0,4,5,19,0,Approved,3443494,1,1,3,1,1,21,1,High
10746,50,Self-Employed,391768,1392923,Business,14-07-2024,61,2,0,6,784,0.24,0,Low,3,None,0,0,NA,0,0,0,3,13,16,0,Approved,1158382,1,1,1,1,1,15,0,Medium
10747,24,Salaried,1899892,6570372,Home,28-12-2024,70,1,0,2,887,0.57,0,Low,4,Property,9040120.21,0.73,Yes,4,1,0,3,12,14,0,Approved,5665761,1,1,3,1,1,18,0,High
10748,36,Salaried,687012,3080409,Personal,27-05-2024,95,0,0,4,521,0.29,1,High,2,Property,3821029.462,0.81,Yes,3,1,0,5,22,12,0,Rejected,0,0,0,0,0,0,16,0,Medium
10749,33,Salaried,940548,3888817,Home,05-01-2024,80,1,0,4,371,0.4,1,High,1,None,0,0,NA,0,0,0,1,20,5,0,Rejected,0,0,0,0,0,0,8,0,Low
10750,30,Self-Employed,1314709,7160895,Business,24-08-2024,75,2,0,4,604,0.26,0,Medium,5,Property,8881260.054,0.81,Yes,2,1,0,5,26,13,1,Approved,6516866,1,1,3,1,2,23,1,High
10751,55,Self-Employed,2257147,13200742,Personal,06-11-2024,96,0,0,4,886,0.57,0,Low,2,None,0,0,NA,0,1,0,2,11,3,0,Approved,12144149,1,1,2,1,2,13,0,Medium
10752,29,Self-Employed,2029785,7165727,Business,13-01-2024,80,2,0,4,570,0.37,0,High,2,None,0,0,NA,0,0,0,2,25,10,1,Rejected,0,0,0,0,0,0,10,0,Low
10753,47,Self-Employed,1325472,3405483,Home,09-05-2024,91,0,0,4,826,0.35,0,Low,2,None,0,0,NA,0,0,0,1,12,5,0,Approved,3335356,1,1,1,1,2,11,0,Low
10754,45,Self-Employed,522798,1778674,Business,09-02-2024,98,0,0,3,874,0.42,0,Low,1,None,0,0,NA,0,0,0,3,11,10,0,Approved,1750921,1,1,1,1,1,10,0,Low
10755,28,Self-Employed,912112,4539901,Personal,31-01-2024,61,3,0,5,730,0.21,0,Low,4,None,0,0,NA,0,0,0,4,16,20,0,Approved,3928416,1,1,2,1,1,17,0,Medium
10756,55,Self-Employed,817148,4522205,Business,20-09-2024,62,3,0,4,507,0.57,1,High,4,None,0,0,NA,0,1,0,5,28,9,1,Rejected,0,0,0,0,0,0,15,0,Medium
10757,31,Salaried,896477,4525805,Home,11-11-2024,84,2,0,6,395,0.32,1,High,2,Property,6567058.58,0.69,Yes,3,0,0,3,11,1,0,Rejected,0,0,0,0,0,0,15,0,Medium
10758,26,Self-Employed,985313,5355533,Business,03-02-2024,74,2,0,4,855,0.25,0,Low,4,None,0,0,NA,0,0,0,3,20,9,0,Approved,4902501,1,1,3,1,2,18,0,High
10759,42,Self-Employed,952626,4449723,Personal,31-10-2024,75,1,0,2,628,0.33,0,Medium,5,None,0,0,NA,0,0,0,4,6,19,0,Approved,3827066,1,1,2,1,1,14,0,Medium
10760,31,Salaried,1237952,6657647,Home,25-08-2024,69,1,0,4,759,0.37,0,Low,3,None,0,0,NA,0,0,0,2,24,16,1,Approved,6589062,1,1,3,1,1,15,0,Medium
10761,42,Salaried,538668,2015961,Business,31-07-2024,90,0,0,1,729,0.25,0,Low,2,None,0,0,NA,0,0,0,4,17,19,0,Approved,1699063,1,1,2,1,1,11,0,Low
10762,40,Self-Employed,1320205,5864734,Home,22-03-2024,98,0,0,3,434,0.24,1,High,1,Property,7565669.6,0.78,Yes,2,0,0,2,6,1,0,Rejected,0,0,0,0,0,0,8,0,Low
10763,52,Self-Employed,1044795,2226184,Business,13-12-2024,82,3,1,4,667,0.33,0,Medium,1,Property,3991349.339,0.56,Yes,3,0,0,4,20,4,0,Approved,1899972,1,1,2,1,1,17,0,Medium
10764,40,Self-Employed,881397,1991754,Personal,21-03-2024,92,0,0,1,579,0.48,0,High,1,None,0,0,NA,0,1,0,3,27,16,1,Rejected,0,0,0,0,0,0,7,0,Low
10765,50,Self-Employed,1804714,10479646,Business,30-11-2024,85,2,0,4,666,0.47,0,Medium,2,Property,15476048.38,0.68,Yes,2,1,0,2,9,4,0,Approved,10475927,1,1,1,1,1,12,0,Medium
10766,26,Self-Employed,1484787,7544895,Personal,23-10-2024,75,3,0,7,475,0.57,1,High,5,None,0,0,NA,0,1,0,3,20,2,0,Rejected,0,0,0,0,0,0,17,0,Medium
10767,45,Salaried,956538,3408314,Business,26-01-2024,62,2,0,6,859,0.39,0,Low,4,None,0,0,NA,0,0,0,3,28,14,1,Approved,3175461,1,1,3,1,1,19,1,High
10768,22,Salaried,988617,5750941,Business,06-09-2024,81,1,0,2,595,0.41,0,High,4,None,0,0,NA,0,0,0,2,18,2,0,Rejected,0,0,0,0,0,0,9,0,Low
10769,22,Self-Employed,1813000,8784820,Personal,21-06-2024,60,1,0,5,863,0.28,0,Low,2,None,0,0,NA,0,0,0,3,21,13,0,Approved,8590827,1,1,3,1,1,16,0,Medium
10770,49,Self-Employed,465361,1777590,Personal,02-10-2024,89,0,0,1,368,0.36,1,High,1,None,0,0,NA,0,0,0,4,19,20,0,Rejected,0,0,0,0,0,0,7,0,Low
10771,58,Salaried,1268654,7221632,Personal,18-08-2024,76,2,0,3,610,0.36,0,Medium,1,Property,8841635.343,0.82,Yes,5,1,0,2,18,2,0,Approved,7161890,1,1,2,1,2,16,0,Medium
10772,23,Self-Employed,2404499,13162669,Personal,03-11-2024,63,2,0,4,644,0.51,0,Medium,2,None,0,0,NA,0,1,0,4,10,18,0,Approved,12257347,1,1,1,1,2,14,0,Medium
10773,27,Salaried,1678981,7702110,Business,20-02-2024,68,3,0,6,649,0.47,0,Medium,4,Property,13429188.93,0.57,Yes,3,1,0,4,14,18,0,Approved,7226978,1,1,3,1,1,22,1,High
10774,26,Salaried,952502,5231983,Home,03-02-2024,77,1,0,2,695,0.25,0,Medium,5,None,0,0,NA,0,0,0,4,26,20,1,Approved,4476799,1,1,1,1,2,16,0,Medium
10775,27,Self-Employed,1781596,4820275,Home,10-01-2024,99,0,0,1,516,0.26,1,High,2,Property,7168781.493,0.67,Yes,4,0,1,4,30,14,1,Rejected,0,0,0,0,0,0,14,0,Medium
10776,28,Salaried,2449244,12499591,Business,26-03-2024,72,3,0,7,418,0.59,1,High,2,None,0,0,NA,0,1,0,5,17,11,0,Rejected,0,0,0,0,0,0,15,0,Medium
10777,45,Self-Employed,1135140,6356650,Home,06-04-2024,60,3,1,6,731,0.46,0,Low,4,Property,11325962.65,0.56,Yes,2,1,0,2,24,17,1,Approved,5799060,1,1,1,1,1,18,0,High
10778,52,Self-Employed,2373434,10002458,Personal,02-03-2024,99,0,0,1,674,0.3,0,Medium,5,None,0,0,NA,0,0,0,1,6,10,0,Approved,9331940,1,1,1,1,2,10,0,Low
10779,46,Salaried,941882,2941188,Business,28-09-2024,83,1,0,5,657,0.36,0,Medium,1,None,0,0,NA,0,0,0,1,9,17,0,Approved,2707602,1,1,1,1,2,10,0,Low
10780,29,Self-Employed,699118,4123786,Business,04-03-2024,71,3,0,5,430,0.29,1,High,3,None,0,0,NA,0,0,0,1,30,18,1,Rejected,0,0,0,0,0,0,12,0,Medium
10781,58,Self-Employed,1546573,8699902,Personal,21-02-2024,85,1,0,4,780,0.24,0,Low,3,None,0,0,NA,0,0,0,2,7,4,0,Approved,8611134,1,1,3,1,1,13,0,Medium
10782,28,Self-Employed,2300586,4992500,Business,04-10-2024,66,2,0,4,603,0.23,0,Medium,2,Property,7933539.084,0.63,Yes,2,0,0,1,20,7,0,Approved,4721655,1,1,1,1,1,13,0,Medium
10783,54,Self-Employed,1300704,7750358,Home,22-10-2024,72,2,0,4,566,0.45,0,High,4,Property,13136974.81,0.59,Yes,3,0,0,4,23,10,1,Rejected,0,0,0,0,0,0,17,0,Medium
10784,39,Self-Employed,1344510,6003962,Home,10-05-2024,98,0,1,4,467,0.36,1,High,2,None,0,0,NA,0,0,0,2,25,19,1,Rejected,0,0,0,0,0,0,10,0,Low
10785,29,Salaried,1343459,3398674,Home,07-05-2024,62,3,0,4,486,0.59,1,High,3,Property,5250084.105,0.65,Yes,2,1,0,2,18,4,0,Rejected,0,0,0,0,0,0,12,0,Medium
10786,43,Salaried,1165425,4414977,Home,07-07-2024,80,2,0,6,631,0.38,0,Medium,2,Property,5845733.646,0.76,Yes,3,0,0,3,18,2,0,Approved,3754594,1,1,2,1,2,19,1,High
10787,32,Self-Employed,557549,2857757,Home,25-09-2024,78,1,0,5,644,0.26,0,Medium,3,Property,4160012.209,0.69,No,6,0,0,4,16,10,0,Approved,2654427,1,1,2,1,1,22,1,High
10788,39,Salaried,2299991,13464222,Business,02-09-2024,74,2,1,4,590,0.46,0,High,4,Property,24126483.8,0.56,Yes,3,1,0,4,21,9,0,Rejected,0,0,0,0,0,0,17,0,Medium
10789,28,Self-Employed,1440062,7845471,Personal,25-07-2024,61,1,0,2,639,0.3,0,Medium,2,Property,12368476.05,0.63,Yes,2,0,0,1,15,18,0,Approved,6934966,1,1,2,1,1,11,0,Low
10790,52,Self-Employed,1111258,3055389,Personal,05-08-2024,76,3,0,6,761,0.47,0,Low,5,None,0,0,NA,0,1,0,5,24,7,1,Approved,2988327,1,1,2,1,1,21,1,High
10791,43,Self-Employed,1796865,6981782,Home,09-09-2024,74,2,0,3,455,0.43,1,High,2,Property,10098737,0.69,No,5,0,0,1,8,18,0,Rejected,0,0,0,0,0,0,11,0,Low
10792,50,Salaried,869256,2506003,Home,08-07-2024,66,1,1,4,768,0.25,0,Low,3,None,0,0,NA,0,0,0,1,15,8,0,Approved,2311423,1,1,1,1,2,12,0,Medium
10793,60,Self-Employed,1311708,2855171,Personal,04-10-2024,70,3,0,4,851,0.53,0,Low,2,None,0,0,NA,0,1,0,2,7,17,0,Approved,2616980,1,1,3,1,2,13,0,Medium
10794,22,Self-Employed,2091411,10008481,Business,11-10-2024,70,1,0,2,371,0.47,1,High,2,Property,16948245.78,0.59,Yes,2,1,0,3,11,7,0,Rejected,0,0,0,0,0,0,10,0,Low
10795,30,Self-Employed,1537319,5908563,Personal,25-04-2024,99,0,1,2,559,0.35,0,High,3,None,0,0,NA,0,0,0,1,10,16,0,Rejected,0,0,0,0,0,0,7,0,Low
10796,46,Salaried,331972,891511,Home,16-12-2024,86,0,0,1,511,0.28,1,High,2,None,0,0,NA,0,0,0,2,27,6,1,Rejected,0,0,0,0,0,0,7,0,Low
10797,39,Self-Employed,2482136,12050495,Personal,19-08-2024,70,3,0,5,785,0.27,0,Low,4,None,0,0,NA,0,0,0,2,28,1,1,Approved,10113425,1,1,2,1,2,17,0,Medium
